SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE,SCH_TYPE_TEXT,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2017-2018,42,PENNSYLVANIA,PA,Mastery CS-Harrity Campus,Mastery CS-Harrity Campus,1,,PA-126516457,4200828,PA-126516457-8153,420082807351,4207351,5700 Wayne Avenue,,,Philadelphia,PA,19144,,5601 Christian Street,,,Philadelphia,PA,19143,,(215)471-2908,http://www.masterycharter.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mastery CS-Smedley Campus,Mastery CS-Smedley Campus,1,,PA-126517286,4200829,PA-126517286-8151,420082907358,4207358,5700 Wayne Avenue,,,Philadelphia,PA,19144,,1790 Bridge Street,,,Philadelphia,PA,19124,,(215)537-2525,http://www.masterycharter.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Frederick Douglass Mastery Charter Schoo,Frederick Douglass Mastery Charter School,1,,PA-126518547,4200830,PA-126518547-8150,420083007365,4207365,5700 Wayne Avenue,,,Philadelphia,PA,19144,,2118 West Norris St.,,,Philadelphia,PA,19121,2100.0,(267)443-0673,http://www.masterycharter.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mastery CS - Mann Campus,Mastery CS-Mann Campus,1,,PA-126519433,4200831,PA-126519433-8152,420083107367,4207367,5700 Wayne Avenue,,,Philadephia,PA,19144,,5376 W. Berks Street,,,Philadelphia,PA,19131,,(215)581-5616,http://www.masterycharter.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Lehigh Valley Dual Language Charter Scho,Lehigh Valley Dual Language Charter School,1,,PA-139481451,4200832,PA-139481451-8130,420083207361,4207361,675 E Broad Street,,,Bethlehem,PA,18018,,675 E Broad Street,,,Bethlehem,PA,18018,,(610)419-3120,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,120481002.0,Bethlehem Area SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Universal Bluford Charter School,Universal Bluford Charter School,1,,PA-168513758,4200834,PA-168513758-8145,420083407357,4207357,800 S. 15th St,,,Philadelphia,PA,19146,2105.0,5801 Media St.,,,Philadelphia,PA,19131,,(215)732-6518,http://www.universalcompanies.org/BLUFORD.html,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mastery CS-Clymer Elementary,Mastery CS-Clymer Elementary,1,,PA-126511748,4200840,PA-126511748-8208,420084007400,4207400,5700 Wayne Avenue,,,Philadelphia,PA,19144,,1201 W Rush Street,,,Philadelphia,PA,19133,,(215)227-8610,http://www.masterycharter.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Stone Valley Community CS,Stone Valley Community CS,1,,PA-111315438,4200844,PA-111315438-8158,420084407371,4207371,13006 Greenwood Road,,,Huntingdon,PA,16652,,13006 Greenwood Road,,,Huntingdon,PA,16652,,(814)667-2705,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,111312503.0,Huntingdon Area SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Young Scholars of Western Pennsylvania C,Young Scholars of Western Pennsylvania CS,1,,PA-103025206,4200845,PA-103025206-8156,420084507424,4207424,600 Newport Drive,,,Baldwin Township,PA,15234,,600 Newport Drive,,,Baldwin Township,PA,15234,,(412)668-2064,http://www.yswpcs.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,103021102.0,Baldwin-Whitehall SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,York Academy Regional Charter School,York Academy Regional Charter School,1,,PA-189670676,4200846,PA-189670676-8131,420084607383,4207383,32 West North Street,,,York,PA,17401,,32 West North Street,,,York,PA,17401,,(717)801-3900,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,112679002.0,York City SD,112671303.0,Central York SD,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Urban Pathways K-5 College Charter Schoo,Urban Pathways K-5 College Charter School,1,,PA-103028246,4200847,PA-103028246-8194,420084707425,4207425,925 Penn Avenue,,,Pittsburgh,PA,15222,,925 Penn Avenue,,,Pittsburgh,PA,15222,,(412)325-4075,http://www.upcsk5.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,102027451.0,Pittsburgh SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Propel CS-Northside,Propel CS-Northside,1,,PA-103028192,4200849,PA-103028192-8193,420084907380,4207380,3447 East Carson Street,Suite 200,,Pittsburgh,PA,15203,2150.0,1805 Buena Vista Street,,,Pittsburgh,PA,15212,,(412)325-7305,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,102027451.0,Pittsburgh SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Lindley Academy CS at Birney,Lindley Academy CS at Birney,1,,PA-126519476,4200850,PA-126519476-8206,420085007405,4207405,900 West Lindley Avenue,,,Philadelphia,PA,19141,,900 West Lindley Avenue,,,Philadelphia,PA,19141,,(215)456-3000,http://www.ap-schools.org/gendavidbbirneycharterschool_home.aspx,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Penn Hills Charter School of Entrepreneu,Penn Hills Charter School of Entrepreneurship,1,,PA-103022481,4200853,PA-103022481-8160,420085307381,4207381,2501 Main Street,,,Pittsburgh,PA,15235,,2501 Main Street,,,Pittsburgh,PA,15235,,(412)793-6471,http://phcharter.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,103027352.0,Penn Hills SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Erie Rise Leadership Academy Charter Sch,Erie Rise Leadership Academy Charter School,1,,PA-105257512,4200854,PA-105257512-8163,420085407394,4207394,2501 Plum Street,,,Erie,PA,16502,,2501 Plum Street,,,Erie,PA,16502,,(814)520-6468,http://www.erierise.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,105252602.0,Erie City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Propel CS-Pitcairn,Propel CS-Pitcairn,1,,PA-103024162,4200859,PA-103024162-8218,420085907427,4207427,3447 East Carson Street,Suite 200,,Pittsburgh,PA,15203,2150.0,435 Agatha Street,,,Pittsburgh,PA,15140,,(412)325-7305,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,103024102.0,Gateway SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Baden Academy CS,Baden Academy CS,1,,PA-127046517,4200861,PA-127046517-8211,420086107428,4207428,1016 State Street,,,Baden,PA,15005,,1016 State Street,,,Baden,PA,15005,,(855)590-2227,http://www.badenacademy.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,127040703.0,Ambridge Area SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mastery CS - Cleveland Elementary,Mastery CS - Cleveland Elementary,1,,PA-126519644,4200862,PA-126519644-8259,420086207474,4207474,5700 Wayne Avenue,,,Philadelphia,PA,19144,,3701 N 19th Street,,,Philadelphia,PA,19140,,(215)227-5042,http://www.masterycharter.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,The Philadelphia CS for Arts and Science,The Philadelphia CS for Arts and Sciences at HR Edmunds,1,,PA-126515691,4200863,PA-126515691-8252,420086307473,4207473,1197 Haworth Street,,,Philadelphia,PA,19124,,1197 Haworth Street,,,Philadelphia,PA,19124,,(215)537-2520,http://stringtheoryschools.wix.com/arts-and-sciences,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Universal Creighton Charter School,Universal Creighton Charter School,1,,PA-126517442,4200866,PA-126517442-8251,420086607457,4207457,5401 Tabor Avenue,,,Philadelphia,PA,19120,,5401 Tabor Avenue,,,Philadelphia,PA,19120,,(215)537-2531,http://www.universalcompanies.org/CREIGHTON.html,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Howard Gardner Multiple Intelligence CS,Howard Gardner Multiple Intelligence CS,1,,PA-119355028,4200867,PA-119355028-8209,420086707435,4207435,1615 East Elm Street,,,Scranton,PA,18505,,1615 East Elm Street,,,Scranton,PA,18505,,(570)941-4100,http://www.howardgardnerschool.com,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,119357402.0,Scranton SD,119350303.0,Abington Heights SD,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Universal Alcorn CS,Universal Alcorn CS,1,,PA-126512674,4200872,PA-126512674-8287,420087207491,4207491,3200 Dickinson Street,,,Philadelphia,PA,19146,,3200 Dickinson Street,,,Philadelphia,PA,19146,,(215)952-6219,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Premier Arts and Science Charter School,Premier Arts and Science Charter School,1,,PA-115222343,4200873,PA-115222343-8260,420087307504,4207504,500 North 17th Street,,,Harrisburg,PA,17103,,500 North 17th Street,,,Harrisburg,PA,17103,,(717)236-3194,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,115222752.0,Harrisburg City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mastery CS - Francis D. Pastorius Elemen,Mastery CS - Francis D. Pastorius Elementary,1,,PA-126518795,4200874,PA-126518795-8288,420087407515,4207515,5700 Wayne Avenue,,,Philadelphia,PA,19144,,5650 Sprague Street,,,Philadelphia,PA,19138,,(215)951-5689,http://www.masterycharter.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Circle of Seasons Charter School,Circle of Seasons Charter School,1,,PA-121394017,4200875,PA-121394017-8262,420087507507,4207507,8380 Mohr Lane,,,Fogelsville,PA,18051,,8380 Mohr Lane,,,Fogelsville,PA,18051,,(610)285-6267,http://www.circleofseasons.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,121394603.0,Northwestern Lehigh SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Propel CS - Hazelwood,Propel CS - Hazelwood,1,,PA-103024952,4200880,PA-103024952-8306,420088007543,4207543,5401 Glenwood Avenue,,,Pittsburgh,PA,15208,,5401 Glenwood Avenue,,,Pittsburgh,PA,15208,,(412)325-7305,http://www.propelschools.org/school_hazelwood.php,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,102027451.0,Pittsburgh SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Arts Academy Elementary Charter School,Arts Academy Elementary Charter School,1,,PA-121399898,4200883,PA-121399898-8336,420088307561,4207561,601 W Union Street,,,Allentown,PA,18101,,601 W Union Street,,,Allentown,PA,18101,,(610)657-5388,http://www.artsacademyecs.com/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,121390302.0,Allentown City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Young Scholars of McKeesport Charter Sch,Young Scholars of McKeesport Charter School,1,,PA-103020368,4200884,PA-103020368-8337,420088407552,4207552,600 Newport Drive,,,Pittsburgh,PA,15234,,413 Shaw Avenue,,,McKeesport,PA,15132,,(412)218-1068,http://www.ysmcs.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,103026002.0,McKeesport Area SD,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Vision Academy Charter School,Vision Academy Charter School,1,,PA-125233517,4200885,PA-125233517-8338,420088507564,4207564,41 E Baltimore Avenue,,,Lansdowne,PA,19050,,41 E Baltimore Avenue,,,Lansdowne,PA,19050,,(484)466-6341,http://www.visioncharterschool.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,125239652.0,William Penn SD,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,KIPP West Philadelphia CS,KIPP West Philadelphia CS,1,,PA-126515492,4200888,PA-126515492-8363,420088807590,4207590,2412 S 62nd Street,,,Philadelphia,PA,19142,,2412 S 62nd Street,,,Philadelphia,PA,19142,,(267)787-5700,http://www.kippphiladelphia.org/schools/kipp-west-philadelphia-elementary-academ,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mastery CS John Wister Elementary,Mastery CS John Wister Elementary,1,,PA-126518118,4200889,PA-126518118-8365,420088907599,4207599,5700 Wayne Avenue,,,Philadelphia,PA,19144,3314.0,67 E Bringhurst Street,,,Philadelphia,PA,19144,2338.0,(215)951-4003,http://www.masterycharter.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Provident CS,Provident CS,1,,PA-102027560,4200890,PA-102027560-8362,420089007574,4207574,1400 Troy Hill Road,,,Pittsburgh,PA,15212,,1400 Troy Hill Road,,,Pittsburgh,PA,15212,,(412)636-2014,http://www.providentcharterschool.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,102027451.0,Pittsburgh SD,,,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,03,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,MaST Community CS II,MaST Community CS II,1,,PA-126513117,4200891,PA-126513117-8360,420089107602,4207602,1800 East Byberry Road,,,Philadelphia,PA,19116,,6238 Rising Sun Avenue,,,Philadelphia,PA,19111,,(267)348-1215,http://mastccs.org/mast2/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Global Leadership Academy CS Southwest a,Global Leadership Academy CS Southwest at Huey,1,,PA-126518004,4200892,PA-126518004-8390,420089207595,4207595,5200 Pine Street,,,Philadelphia,PA,19143,,5200 Pine Street,,,Philadelphia,PA,19143,,(267)295-5700,http://www.glacharter.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Independence CS West,Independence CS West,1,,PA-126512039,4200893,PA-126512039-8361,420089307600,4207600,5600 Chester Avenue,,,Philadelphia,PA,19143,,5600 Chester Avenue,,,Philadelphia,PA,19143,,(215)724-5600,http://www.icswest.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Easton Arts Academy Elementary CS,Easton Arts Academy Elementary CS,1,,PA-120486892,4200897,PA-120486892-8391,420089707625,4207625,PO Box 1208,,,Easton,PA,18044,,30 North Fourth Street,,,Easton,PA,18042,,(610)252-5500,http://www.easton-arts-charter-school.com/,3,New,3,New,03/16/2018,1,Regular School,No,No,Yes,120483302.0,Easton Area SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Clarks Summit El Sch,Abington Heights SD,1,,PA-119350303,4202010,PA-119350303-7570,420201000371,4200371,401 W Grove St,,,Clarks Summit,PA,18411,2025.0,401 W Grove St,,,Clarks Summit,PA,18411,2025.0,(570)585-7300,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Waverly Sch,Abington Heights SD,1,,PA-119350303,4202010,PA-119350303-2402,420201002402,4202402,103 Waverly Rd,,,Waverly,PA,18471,,103 Waverly Rd,,,Waverly,PA,18471,,(570)585-6300,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Newton-Ransom Sch,Abington Heights SD,1,,PA-119350303,4202010,PA-119350303-2407,420201002407,4202407,1549 Newton Ransom Boulevard,,,Clarks Summit,PA,18411,9802.0,1549 Newton Ransom Boulevard,,,Clarks Summit,PA,18411,9802.0,(570)585-8300,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,South Abington Sch,Abington Heights SD,1,,PA-119350303,4202010,PA-119350303-6398,420201006398,4206398,640 Northern Boulevard,P.O. Box 163,,Chinchilla,PA,18410,,640 Northern Boulevard,,,Chinchilla,PA,18410,,(570)585-2100,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Copper Beech Sch,Abington SD,1,,PA-123460302,4202040,PA-123460302-7707,420204000620,4200620,825 N Easton Road,,,Glenside,PA,19038,5236.0,825 N Easton Road,,,Glenside,PA,19038,5236.0,(215)881-2000,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Rydal East Sch,Abington SD,1,,PA-123460302,4202040,PA-123460302-3226,420204003226,4203226,1160 Huntingdon Pike,,,Huntingdon Valley,PA,19006,8325.0,1160 Huntingdon Pike,,,Huntingdon Valley,PA,19006,8325.0,(215)884-1308,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Highland Sch,Abington SD,1,,PA-123460302,4202040,PA-123460302-3229,420204003229,4203229,1301 Edge Hill Rd,,,Abington,PA,19001,,1301 Edge Hill Rd,,,Abington,PA,19001,,(215)884-1048,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Overlook Sch,Abington SD,1,,PA-123460302,4202040,PA-123460302-3232,420204003232,4203232,1750 Edge Hill Rd,,,Abington,PA,19001,,1750 Edge Hill Rd,,,Abington,PA,19001,,(215)657-0857,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Roslyn Sch,Abington SD,1,,PA-123460302,4202040,PA-123460302-3234,420204003234,4203234,2565 Susquehanna Street,,,Roslyn,PA,19001,3108.0,2565 Susquehanna Street,,,Roslyn,PA,19001,3108.0,(215)884-3368,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Willow Hill Sch,Abington SD,1,,PA-123460302,4202040,PA-123460302-4910,420204004910,4204910,1700 Coolidge Avenue,,,Willow Grove,PA,19090,4439.0,1700 Coolidge Avenue,,,Willow Grove,PA,19090,4439.0,(215)657-3800,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,McKinley Sch,Abington SD,1,,PA-123460302,4202040,PA-123460302-5075,420204005075,4205075,370 Cedar Rd,,,Elkins Park,PA,19027,1655.0,370 Cedar Rd,,,Elkins Park,PA,19027,1655.0,(215)663-0430,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,George J Plava El Sch,Albert Gallatin Area SD,1,,PA-101260303,4202100,PA-101260303-2129,420210002129,4202129,120 Puritan Rd,,,Mc Clellandtown,PA,15458,9720.0,120 Puritan Rd,,,Mc Clellandtown,PA,15458,9720.0,(724)737-5424,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Smithfield El Sch,Albert Gallatin Area SD,1,,PA-101260303,4202100,PA-101260303-4921,420210004921,4204921,23 Liberty St,,,Smithfield,PA,15479,9705.0,23 Liberty St,,,Smithfield,PA,15479,9705.0,(724)569-9570,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Friendship Hill El Sch,Albert Gallatin Area SD,1,,PA-101260303,4202100,PA-101260303-4922,420210004922,4204922,218 New Geneva Rd,,,Point Marion,PA,15474,9722.0,218 New Geneva Rd,,,Point Marion,PA,15474,9722.0,(724)725-9515,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Masontown El Sch,Albert Gallatin Area SD,1,,PA-101260303,4202100,PA-101260303-6002,420210006002,4206002,201 Spring St,,,Masontown,PA,15461,1896.0,201 Spring St,,,Masontown,PA,15461,1896.0,(724)583-1091,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
