,SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE,SCH_TYPE_TEXT,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,address,block,city,coordinates,county_fips,geocoded_address,id,is_exact,is_match,latitude,longitude,returned_address,side,state,state_fips,tiger_line,tract,zipcode
34,2017-2018,42,PENNSYLVANIA,PA,Northwood Academy CS,Northwood Academy CS,1,,PA-126510019,4200139,PA-126510019-7856,420013900894,4200894,4621 Castor Ave,,,Philadelphia,PA,19124,,4621 Castor Ave,,,Philadelphia,PA,19124,,(215)289-5606,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,4621 Castor Ave,4008,Philadelphia,"-75.09522,40.020283",101,"4621 Castor Ave, Philadelphia, PA, 19124",34,Exact,Match,40.020283,-75.09522,"4621 CASTOR AVE, PHILADELPHIA, PA, 19124",R,PA,42,131426904,030100,19124
35,2017-2018,42,PENNSYLVANIA,PA,Folk Arts-Cultural Treasures CS,Folk Arts-Cultural Treasures CS,1,,PA-126510021,4200141,PA-126510021-7857,420014100897,4200897,1023 Callowhill St,,,Philadelphia,PA,19123,3709.0,1023 Callowhill St,,,Philadelphia,PA,19123,3709.0,(215)569-2600,http://www.factschool.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1023 Callowhill St,2043,Philadelphia,"-75.15559,39.958775",101,"1023 Callowhill St, Philadelphia, PA, 19123",35,Exact,Match,39.958775,-75.15559,"1023 CALLOWHILL ST, PHILADELPHIA, PA, 19123",R,PA,42,131423319,037600,19123
36,2017-2018,42,PENNSYLVANIA,PA,Widener Partnership CS,Widener Partnership CS,1,,PA-125230002,4200753,PA-125230002-7907,420075300937,4200937,1450 Edgemont Ave,,,Chester,PA,19013,,1450 Edgemont Ave,,,Chester,PA,19013,,(610)872-1358,http://widenerpartnershipcharterschool.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,125231232.0,Chester-Upland SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1450 Edgemont Ave,,Chester,,,"1450 Edgemont Ave, Chester, PA, 19013",36,,No_Match,,,,,PA,,,,19013
37,2017-2018,42,PENNSYLVANIA,PA,Southwest Leadership Academy CS,Southwest Leadership Academy CS,1,,PA-108515107,4200758,PA-108515107-7960,420075806112,4206112,7101 Paschall Ave,,,Philadelphia,PA,19142,,7101 Paschall Ave,,,Philadelphia,PA,19142,,(215)729-1939,http://www.slacs-phila.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,7101 Paschall Ave,4013,Philadelphia,"-75.24188,39.918423",101,"7101 Paschall Ave, Philadelphia, PA, 19142",37,Exact,Match,39.918423,-75.24188,"7101 PASCHALL AVE, PHILADELPHIA, PA, 19142",R,PA,42,131408526,006300,19142
38,2017-2018,42,PENNSYLVANIA,PA,Keystone Academy Charter School,Keystone Academy Charter School,1,,PA-182514568,4200762,PA-182514568-7979,420076206103,4206103,4521 Longshore Avenue,,,Philadelphia,PA,19135,,4521 Longshore Avenue,,,Philadelphia,PA,19135,,(215)332-2111,http://www.keystoneacademycs.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,4521 Longshore Avenue,3016,Philadelphia,"-75.04439,40.027454",101,"4521 Longshore Avenue, Philadelphia, PA, 19135",38,Exact,Match,40.027454,-75.04439,"4521 LONGSHORE AVE, PHILADELPHIA, PA, 19135",L,PA,42,131435348,032500,19135
39,2017-2018,42,PENNSYLVANIA,PA,Pan American Academy CS,Pan American Academy CS,1,,PA-173515368,4200810,PA-173515368-7985,420081006871,4206871,2830 North American Street,,,Philadelphia,PA,19133,,2830 North American Street,,,Philadelphia,PA,19133,,(215)763-8870,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,2830 North American Street,,Philadelphia,,,"2830 North American Street, Philadelphia, PA, 19133",39,,No_Match,,,,,PA,,,,19133
40,2017-2018,42,PENNSYLVANIA,PA,Environmental Charter School at Frick Pa,Environmental Charter School at Frick Park,1,,PA-199025446,4200812,PA-199025446-8028,420081206819,4206819,829 Milton Street,,,Pittsburgh,PA,15218,,829 Milton Street,,,Pittsburgh,PA,15218,,(412)247-7970,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,102027451.0,Pittsburgh SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,829 Milton Street,1016,Pittsburgh,"-79.89716,40.43591",003,"829 Milton Street, Pittsburgh, PA, 15218",40,Exact,Match,40.43591,-79.89716,"829 MILTON ST, PITTSBURGH, PA, 15218",L,PA,42,51653217,141000,15218
41,2017-2018,42,PENNSYLVANIA,PA,Antonia Pantoja Community Charter School,Antonia Pantoja Community Charter School,1,,PA-104510394,4200813,PA-104510394-8031,420081306909,4206909,4101 North American Street,,,Philadelphia,PA,19140,,4101 North American Street,,,Philadelphia,PA,19140,,(215)455-1300,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,4101 North American Street,2012,Philadelphia,"-75.13145,40.01302",101,"4101 North American Street, Philadelphia, PA, 19140",41,Exact,Match,40.01302,-75.13145,"4101 N AMERICAN ST, PHILADELPHIA, PA, 19140",R,PA,42,131419773,038300,19140
42,2017-2018,42,PENNSYLVANIA,PA,Vida Charter School,Vida Charter School,1,,PA-141019741,4200814,PA-141019741-8128,420081406994,4206994,Eisenhower Center,120 E Broadway,,Gettysburg,PA,17325,,Eisenhower Center,120 E Broadway,,Gettysburg,PA,17325,,(717)334-3643,http://vidacharterschool.com/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,112013753.0,Gettysburg Area SD,112672803.0,Hanover Public SD,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,Eisenhower Center,,Gettysburg,,,"Eisenhower Center, Gettysburg, PA, 17325",42,,No_Match,,,,,PA,,,,17325
43,2017-2018,42,PENNSYLVANIA,PA,Franklin Towne Charter Elementary School,Franklin Towne Charter Elementary School,1,,PA-147513703,4200817,PA-147513703-8123,420081706985,4206985,4259 Richmond Street,,,Philadelphia,PA,19137,,4259 Richmond Street,,,Philadelphia,PA,19137,,(215)289-3389,http://www.franklintowne.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,4259 Richmond Street,1004,Philadelphia,"-75.07589,39.996075",101,"4259 Richmond Street, Philadelphia, PA, 19137",43,Exact,Match,39.996075,-75.07589,"4259 RICHMOND ST, PHILADELPHIA, PA, 19137",R,PA,42,131429409,018300,19137
44,2017-2018,42,PENNSYLVANIA,PA,Seven Generations Charter School,Seven Generations Charter School,1,,PA-188392660,4200818,PA-188392660-8084,420081807148,4207148,154 E Minor St,,,Emmaus,PA,18049,,154 E Minor St,,,Emmaus,PA,18049,,(610)421-8844,http://www.sevengenerationsschool.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,121392303.0,East Penn SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,154 E Minor St,1004,Emmaus,"-75.48518,40.53704",077,"154 E Minor St, Emmaus, PA, 18049",44,Exact,Match,40.53704,-75.48518,"154 MINOR ST, EMMAUS, PA, 18049",L,PA,42,80777655,006500,18049
45,2017-2018,42,PENNSYLVANIA,PA,Todd Lane El Sch,Central Valley SD,1,,PA-127042003,4200824,PA-127042003-8046,420082407329,4207329,113 Todd Ln,,,Monaca,PA,15061,1050.0,113 Todd Ln,,,Monaca,PA,15061,1050.0,(724)775-1050,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported,113 Todd Ln,1000,Monaca,"-80.29761,40.665714",007,"113 Todd Ln, Monaca, PA, 15061",45,Exact,Match,40.665714,-80.29761,"113 TODD LN, MONACA, PA, 15061",L,PA,42,52562565,605500,15061
46,2017-2018,42,PENNSYLVANIA,PA,Center Grange Primary School,Central Valley SD,1,,PA-127042003,4200824,PA-127042003-8045,420082407339,4207339,225 Center Grange Rd,,,Aliquippa,PA,15001,,225 Center Grange Rd,,,Aliquippa,PA,15001,,(724)775-5600,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,02,Elementary,As reported,225 Center Grange Rd,1012,Aliquippa,"-80.299286,40.64998",007,"225 Center Grange Rd, Aliquippa, PA, 15001",46,Exact,Match,40.64998,-80.299286,"225 CENTER GRANGE RD, ALIQUIPPA, PA, 15001",L,PA,42,52562991,605500,15001
47,2017-2018,42,PENNSYLVANIA,PA,Universal Daroff Charter School,Universal Daroff Charter School,1,,PA-103519376,4200827,PA-103519376-8146,420082707366,4207366,800 S 15th St,,,Philadelphia,PA,19146,,5630 Vine Street,,,Philadelphia,PA,19139,,(215)732-6518,http://www.universalcompanies.org/DAROFF.html,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,5630 Vine Street,4000,Philadelphia,"-75.232574,39.965675",101,"5630 Vine Street, Philadelphia, PA, 19139",47,Exact,Match,39.965675,-75.232574,"5630 VINE ST, PHILADELPHIA, PA, 19139",L,PA,42,131398329,009400,19139
48,2017-2018,42,PENNSYLVANIA,PA,Mastery CS-Harrity Campus,Mastery CS-Harrity Campus,1,,PA-126516457,4200828,PA-126516457-8153,420082807351,4207351,5700 Wayne Avenue,,,Philadelphia,PA,19144,,5601 Christian Street,,,Philadelphia,PA,19143,,(215)471-2908,http://www.masterycharter.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,5601 Christian Street,3010,Philadelphia,"-75.23558,39.948452",101,"5601 Christian Street, Philadelphia, PA, 19143",48,Exact,Match,39.948452,-75.23558,"5601 CHRISTIAN ST, PHILADELPHIA, PA, 19143",R,PA,42,131399305,008101,19143
49,2017-2018,42,PENNSYLVANIA,PA,Mastery CS-Smedley Campus,Mastery CS-Smedley Campus,1,,PA-126517286,4200829,PA-126517286-8151,420082907358,4207358,5700 Wayne Avenue,,,Philadelphia,PA,19144,,1790 Bridge Street,,,Philadelphia,PA,19124,,(215)537-2525,http://www.masterycharter.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1790 Bridge Street,2010,Philadelphia,"-75.07386,40.02018",101,"1790 Bridge Street, Philadelphia, PA, 19124",49,Exact,Match,40.02018,-75.07386,"1790 BRIDGE ST, PHILADELPHIA, PA, 19124",R,PA,42,131428503,030000,19124
50,2017-2018,42,PENNSYLVANIA,PA,Frederick Douglass Mastery Charter Schoo,Frederick Douglass Mastery Charter School,1,,PA-126518547,4200830,PA-126518547-8150,420083007365,4207365,5700 Wayne Avenue,,,Philadelphia,PA,19144,,2118 West Norris St.,,,Philadelphia,PA,19121,2100.0,(267)443-0673,http://www.masterycharter.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,2118 West Norris St.,4005,Philadelphia,"-75.169205,39.984795",101,"2118 West Norris St., Philadelphia, PA, 19121",50,Exact,Match,39.984795,-75.169205,"2118 W NORRIS ST, PHILADELPHIA, PA, 19121",L,PA,42,131405632,015200,19121
51,2017-2018,42,PENNSYLVANIA,PA,Mastery CS - Mann Campus,Mastery CS-Mann Campus,1,,PA-126519433,4200831,PA-126519433-8152,420083107367,4207367,5700 Wayne Avenue,,,Philadephia,PA,19144,,5376 W. Berks Street,,,Philadelphia,PA,19131,,(215)581-5616,http://www.masterycharter.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,5376 W. Berks Street,1006,Philadelphia,"-75.23135,39.985985",101,"5376 W. Berks Street, Philadelphia, PA, 19131",51,Non_Exact,Match,39.985985,-75.23135,"5376 W BERKS ST, PHILADELPHIA, PA, 19131",L,PA,42,131398051,011900,19131
52,2017-2018,42,PENNSYLVANIA,PA,Lehigh Valley Dual Language Charter Scho,Lehigh Valley Dual Language Charter School,1,,PA-139481451,4200832,PA-139481451-8130,420083207361,4207361,675 E Broad Street,,,Bethlehem,PA,18018,,675 E Broad Street,,,Bethlehem,PA,18018,,(610)419-3120,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,120481002.0,Bethlehem Area SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,675 E Broad Street,,Bethlehem,,,"675 E Broad Street, Bethlehem, PA, 18018",52,,Tie,,,,,PA,,,,18018
53,2017-2018,42,PENNSYLVANIA,PA,Universal Bluford Charter School,Universal Bluford Charter School,1,,PA-168513758,4200834,PA-168513758-8145,420083407357,4207357,800 S. 15th St,,,Philadelphia,PA,19146,2105.0,5801 Media St.,,,Philadelphia,PA,19131,,(215)732-6518,http://www.universalcompanies.org/BLUFORD.html,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,5801 Media St.,5001,Philadelphia,"-75.23657,39.974747",101,"5801 Media St., Philadelphia, PA, 19131",53,Exact,Match,39.974747,-75.23657,"5801 MEDIA ST, PHILADELPHIA, PA, 19131",R,PA,42,131398184,011200,19131
54,2017-2018,42,PENNSYLVANIA,PA,Mastery CS-Clymer Elementary,Mastery CS-Clymer Elementary,1,,PA-126511748,4200840,PA-126511748-8208,420084007400,4207400,5700 Wayne Avenue,,,Philadelphia,PA,19144,,1201 W Rush Street,,,Philadelphia,PA,19133,,(215)227-8610,http://www.masterycharter.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1201 W Rush Street,2012,Philadelphia,"-75.150475,39.99559",101,"1201 W Rush Street, Philadelphia, PA, 19133",54,Exact,Match,39.99559,-75.150475,"1201 W RUSH ST, PHILADELPHIA, PA, 19133",R,PA,42,131418381,017400,19133
55,2017-2018,42,PENNSYLVANIA,PA,Stone Valley Community CS,Stone Valley Community CS,1,,PA-111315438,4200844,PA-111315438-8158,420084407371,4207371,13006 Greenwood Road,,,Huntingdon,PA,16652,,13006 Greenwood Road,,,Huntingdon,PA,16652,,(814)667-2705,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,111312503.0,Huntingdon Area SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,13006 Greenwood Road,1119,Huntingdon,"-77.83768,40.638073",061,"13006 Greenwood Road, Huntingdon, PA, 16652",55,Exact,Match,40.638073,-77.83768,"13006 GREENWOOD RD, HUNTINGDON, PA, 16652",R,PA,42,50602300,950100,16652
56,2017-2018,42,PENNSYLVANIA,PA,Young Scholars of Western Pennsylvania C,Young Scholars of Western Pennsylvania CS,1,,PA-103025206,4200845,PA-103025206-8156,420084507424,4207424,600 Newport Drive,,,Baldwin Township,PA,15234,,600 Newport Drive,,,Baldwin Township,PA,15234,,(412)668-2064,http://www.yswpcs.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,103021102.0,Baldwin-Whitehall SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,600 Newport Drive,,Baldwin Township,,,"600 Newport Drive, Baldwin Township, PA, 15234",56,,No_Match,,,,,PA,,,,15234
57,2017-2018,42,PENNSYLVANIA,PA,York Academy Regional Charter School,York Academy Regional Charter School,1,,PA-189670676,4200846,PA-189670676-8131,420084607383,4207383,32 West North Street,,,York,PA,17401,,32 West North Street,,,York,PA,17401,,(717)801-3900,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,112679002.0,York City SD,112671303.0,Central York SD,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,32 West North Street,1020,York,"-76.73083,39.96612",133,"32 West North Street, York, PA, 17401",57,Non_Exact,Match,39.96612,-76.73083,"32 W NORTH ST, YORK, PA, 17403",L,PA,42,88730614,001600,17401
58,2017-2018,42,PENNSYLVANIA,PA,Urban Pathways K-5 College Charter Schoo,Urban Pathways K-5 College Charter School,1,,PA-103028246,4200847,PA-103028246-8194,420084707425,4207425,925 Penn Avenue,,,Pittsburgh,PA,15222,,925 Penn Avenue,,,Pittsburgh,PA,15222,,(412)325-4075,http://www.upcsk5.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,102027451.0,Pittsburgh SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,925 Penn Avenue,6016,Pittsburgh,"-79.99721,40.444042",003,"925 Penn Avenue, Pittsburgh, PA, 15222",58,Exact,Match,40.444042,-79.99721,"925 PENN AVE, PITTSBURGH, PA, 15222",L,PA,42,51635001,020100,15222
59,2017-2018,42,PENNSYLVANIA,PA,Propel CS-Northside,Propel CS-Northside,1,,PA-103028192,4200849,PA-103028192-8193,420084907380,4207380,3447 East Carson Street,Suite 200,,Pittsburgh,PA,15203,2150.0,1805 Buena Vista Street,,,Pittsburgh,PA,15212,,(412)325-7305,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,102027451.0,Pittsburgh SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1805 Buena Vista Street,2020,Pittsburgh,"-80.01549,40.459892",003,"1805 Buena Vista Street, Pittsburgh, PA, 15212",59,Non_Exact,Match,40.459892,-80.01549,"1805 BUENA VISTA ST, PITTSBURGH, PA, 15214",L,PA,42,639700341,261400,15212
60,2017-2018,42,PENNSYLVANIA,PA,Lindley Academy CS at Birney,Lindley Academy CS at Birney,1,,PA-126519476,4200850,PA-126519476-8206,420085007405,4207405,900 West Lindley Avenue,,,Philadelphia,PA,19141,,900 West Lindley Avenue,,,Philadelphia,PA,19141,,(215)456-3000,http://www.ap-schools.org/gendavidbbirneycharterschool_home.aspx,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,900 West Lindley Avenue,,Philadelphia,,,"900 West Lindley Avenue, Philadelphia, PA, 19141",60,,No_Match,,,,,PA,,,,19141
61,2017-2018,42,PENNSYLVANIA,PA,Penn Hills Charter School of Entrepreneu,Penn Hills Charter School of Entrepreneurship,1,,PA-103022481,4200853,PA-103022481-8160,420085307381,4207381,2501 Main Street,,,Pittsburgh,PA,15235,,2501 Main Street,,,Pittsburgh,PA,15235,,(412)793-6471,http://phcharter.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,103027352.0,Penn Hills SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,2501 Main Street,1007,Pittsburgh,"-79.7891,40.470577",003,"2501 Main Street, Pittsburgh, PA, 15235",61,Exact,Match,40.470577,-79.7891,"2501 MAIN ST, PITTSBURGH, PA, 15235",L,PA,42,617245376,523502,15235
62,2017-2018,42,PENNSYLVANIA,PA,Erie Rise Leadership Academy Charter Sch,Erie Rise Leadership Academy Charter School,1,,PA-105257512,4200854,PA-105257512-8163,420085407394,4207394,2501 Plum Street,,,Erie,PA,16502,,2501 Plum Street,,,Erie,PA,16502,,(814)520-6468,http://www.erierise.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,105252602.0,Erie City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,2501 Plum Street,1032,Erie,"-80.09247,42.10598",049,"2501 Plum Street, Erie, PA, 16502",62,Exact,Match,42.10598,-80.09247,"2501 PLUM ST, ERIE, PA, 16502",L,PA,42,642116066,002000,16502
63,2017-2018,42,PENNSYLVANIA,PA,Propel CS-Pitcairn,Propel CS-Pitcairn,1,,PA-103024162,4200859,PA-103024162-8218,420085907427,4207427,3447 East Carson Street,Suite 200,,Pittsburgh,PA,15203,2150.0,435 Agatha Street,,,Pittsburgh,PA,15140,,(412)325-7305,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,103024102.0,Gateway SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,435 Agatha Street,2011,Pittsburgh,"-79.77986,40.404255",003,"435 Agatha Street, Pittsburgh, PA, 15140",63,Non_Exact,Match,40.404255,-79.77986,"435 AGATHA ST, PITCAIRN, PA, 15140",R,PA,42,51674602,522000,15140
64,2017-2018,42,PENNSYLVANIA,PA,Baden Academy CS,Baden Academy CS,1,,PA-127046517,4200861,PA-127046517-8211,420086107428,4207428,1016 State Street,,,Baden,PA,15005,,1016 State Street,,,Baden,PA,15005,,(855)590-2227,http://www.badenacademy.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,127040703.0,Ambridge Area SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1016 State Street,1001,Baden,"-80.23369,40.64797",007,"1016 State Street, Baden, PA, 15005",64,Non_Exact,Match,40.64797,-80.23369,"1016 W STATE ST, BADEN, PA, 15005",R,PA,42,638346002,603700,15005
65,2017-2018,42,PENNSYLVANIA,PA,Mastery CS - Cleveland Elementary,Mastery CS - Cleveland Elementary,1,,PA-126519644,4200862,PA-126519644-8259,420086207474,4207474,5700 Wayne Avenue,,,Philadelphia,PA,19144,,3701 N 19th Street,,,Philadelphia,PA,19140,,(215)227-5042,http://www.masterycharter.org/,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,3701 N 19th Street,5005,Philadelphia,"-75.15916,40.01034",101,"3701 N 19th Street, Philadelphia, PA, 19140",65,Non_Exact,Match,40.01034,-75.15916,"3701 N 19TH ST, PHILADELPHIA, PA, 19140",R,PA,42,131417708,020200,19140
66,2017-2018,42,PENNSYLVANIA,PA,The Philadelphia CS for Arts and Science,The Philadelphia CS for Arts and Sciences at HR Edmunds,1,,PA-126515691,4200863,PA-126515691-8252,420086307473,4207473,1197 Haworth Street,,,Philadelphia,PA,19124,,1197 Haworth Street,,,Philadelphia,PA,19124,,(215)537-2520,http://stringtheoryschools.wix.com/arts-and-sciences,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1197 Haworth Street,4014,Philadelphia,"-75.08617,40.024223",101,"1197 Haworth Street, Philadelphia, PA, 19124",66,Exact,Match,40.024223,-75.08617,"1197 HAWORTH ST, PHILADELPHIA, PA, 19124",L,PA,42,131426983,030200,19124
67,2017-2018,42,PENNSYLVANIA,PA,Universal Creighton Charter School,Universal Creighton Charter School,1,,PA-126517442,4200866,PA-126517442-8251,420086607457,4207457,5401 Tabor Avenue,,,Philadelphia,PA,19120,,5401 Tabor Avenue,,,Philadelphia,PA,19120,,(215)537-2531,http://www.universalcompanies.org/CREIGHTON.html,1,Open,1,Open,03/16/2018,1,Regular School,No,No,Yes,126515001.0,Philadelphia City SD,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,5401 Tabor Avenue,3000,Philadelphia,"-75.105835,40.034195",101,"5401 Tabor Avenue, Philadelphia, PA, 19120",67,Exact,Match,40.034195,-75.105835,"5401 TABOR AVE, PHILADELPHIA, PA, 19120",R,PA,42,131426463,029100,19120
